RecordID,Species,Latitude_original,Longitude_original,Country_parsed,State_parsed,LocalGovernmentAreas,Year,Month,Day
863a7072-e37f-4b08-9055-58bf412b9183,Rhinella marina,-19.10618,146.23978,Australia,Queensland,Charters Towers (R),2015,5,9
da6bf924-e8c6-4200-9108-84bb16eae830,Rhinella marina,-18.79344,143.48198,Australia,Queensland,Etheridge (S),,,
b1fece84-adaa-48e6-a0bc-bf89dbb1e65d,Rhinella marina,-24.54557453,151.2964705,Australia,Queensland,Gladstone (R),1997,7,7
4cac98f0-3652-4dca-a9fe-cdf877049c6d,Rhinella marina,-27.5567376,152.9260687,Australia,Queensland,Brisbane (C),1992,3,28
54c766cf-da86-4c5d-a0a5-d8a13e652c8e,Rhinella marina,-27.64007119,152.8760702,Australia,Queensland,Ipswich (C),1993,12,8
af61a1fb-3edf-4438-8a9b-9eb1cf25b83e,Rhinella marina,-28.73546,152.620474,Australia,New South Wales,Kyogle (A),2021,12,23
d09b3e99-1e99-4278-8e19-e9abec56edae,Rhinella marina,-24.41726183,151.0512231,Australia,Queensland,Gladstone (R),2004,2,20
b739b925-1f4a-49c6-aa0c-58c4534e1d28,Rhinella marina,-16.72477,137.419,Australia,Northern Territory,Roper Gulf (S),2010,6,23
e3b9579c-16e8-450f-a9f9-d1b65bbac90e,Rhinella marina,-15.62590806,136.86796,Australia,Northern Territory,Roper Gulf (S),,,
97ff6c46-9fc9-4484-9eb6-cc1deaf3e387,Rhinella marina,-27.49478003,153.4323339,Australia,Queensland,Redland (C),2004,1,26
a64fa8dc-21cc-4a24-afe9-6cd5cb7c0de9,Rhinella marina,-14.15399065,134.4643107,Australia,Northern Territory,Roper Gulf (S),2009,7,25
45704e82-63f7-4111-b101-75b6d916d204,Rhinella marina,-18.592,138.124,Australia,Queensland,Mount Isa (C),1995,4,9
473bf113-840f-4cd0-b866-ba3160e32c79,Rhinella marina,-27.44840275,153.1593974,Australia,Queensland,Brisbane (C),1980,3,1
f9efda16-0605-4fc6-97cd-93126295d52e,Rhinella marina,-26.65673848,153.0760586,Australia,Queensland,Sunshine Coast (R),1992,11,1
92159bf9-5e8e-4f8a-b04a-6a1ca6ab5605,Rhinella marina,-15.46083447,142.1681531,Australia,Queensland,Carpentaria (S),2010,6,10
032f45ee-a6bf-4db9-b019-b820d145cab6,Rhinella marina,-19.76944444,139.8966667,Australia,Queensland,Cloncurry (S),2003,7,8
af2e033e-d9a6-471f-85ba-0481c154716d,Rhinella marina,,,,Queensland,Sunshine Coast (R),2022,2,8
87c79bf8-61b9-4bdf-b00c-074d378c7f3c,Rhinella marina,,,,Queensland,Sunshine Coast (R),2018,3,1
c6f74bb4-f171-4732-b73b-eda8039d9d10,Rhinella marina,-25.87859928,152.6397923,Australia,Queensland,Fraser Coast (R),1995,1,27
8e8d0012-48b5-4c36-b1ed-9bdb607090b5,Rhinella marina,-27.465,152.875,Australia,Queensland,Brisbane (C),2004,1,30
f7ad22de-31c4-4f58-90e6-733446a6e802,Rhinella marina,-22.7829019,149.8926192,Australia,Queensland,Rockhampton (R),2002,4,9
e2248c02-07e7-4f55-9046-6b7dab2c8f5e,Rhinella marina,-27.65413258,152.0029656,Australia,Queensland,Lockyer Valley (R),2013,5,22
efdc7d6e-8ada-4b5b-b16f-6031f2125edb,Rhinella marina,-27.44833333,153.1844444,Australia,Queensland,Brisbane (C),1963,1,1
6876fc14-11cb-44bd-a3b4-4e98583020b9,Rhinella marina,-24.86285686,150.0679613,Australia,Queensland,Banana (S),2000,4,1
61d8a899-94d3-4840-8adb-74e0da7b06b2,Rhinella marina,-14.20303,130.90186,Australia,Northern Territory,Victoria-Daly (S),2014,10,11
7241282f-a7a2-4ef9-b8bc-be28c849f65c,Rhinella marina,,,,Queensland,Sunshine Coast (R),2016,2,18
4a56e195-0e65-4f77-9144-65c2373808df,Rhinella marina,-26.7900628,153.1468831,Australia,Queensland,,2002,8,29
07c3648e-b829-4a6f-8760-4eac27e49433,Rhinella marina,-12.44058,132.97035,Australia,Northern Territory,West Arnhem (S),2008,6,4
5bb78c0d-154f-42e6-8487-2c733b66a513,Rhinella marina,,,,Queensland,Sunshine Coast (R),2016,2,29
f93d5956-0334-4775-8612-7b91875ead07,Rhinella marina,-24.61179454,151.7060411,Australia,Queensland,Gladstone (R),1997,10,27
36db5bbf-ac9b-412c-b8d7-5d83f82b4592,Rhinella marina,-24.10675082,150.5094109,Australia,Queensland,Banana (S),1992,8,1
c47babc8-c6d7-4f4e-959d-dfbf07d9d68e,Rhinella marina,-25.32444444,153.2102778,Australia,Queensland,,2002,10,4
b9de197b-95ee-4dcf-9ae7-c2f2719160d2,Rhinella marina,-14.20303,130.90186,Australia,Northern Territory,Victoria-Daly (S),2014,10,1
c78111be-c6f1-4954-92ab-86d4a9c70e6f,Rhinella marina,,,,Queensland,Sunshine Coast (R),2020,2,17
c9dc0227-8f22-4cac-8d10-1c2c3759e47a,Rhinella marina,-24.21563786,148.2370041,Australia,Queensland,Central Highlands (R),2012,11,7
a56af394-6f9e-4ced-a30d-eaab00290b2d,Rhinella marina,-12.63042,136.2293,Australia,Northern Territory,East Arnhem (S),2009,6,22
3e9aa8c9-7d3f-4008-a01c-a79c6b28bf3f,Rhinella marina,-16.886598,145.739058,Australia,Queensland,Cairns (R),2011,11,22
d9460123-2151-4d67-ae81-08fec6d4e6ec,Rhinella marina,-26.79833333,153.1344444,Australia,Queensland,Sunshine Coast (R),1974,1,1
a02fc1c4-07bc-4857-901a-c5ec34ca1e3a,Rhinella marina,-16.55980715,145.2145327,Australia,Queensland,Tablelands (R),,,
db35e039-48a3-4f5b-9ce8-169b008c4e63,Rhinella marina,-24.34230818,150.9511625,Australia,Queensland,Gladstone (R),2017,8,22
cd0846ab-6b12-4269-9e0f-28e656d72c05,Rhinella marina,-12.7530096,142.3102922,Australia,Queensland,Cook (S),2004,6,21
56690636-26e7-4c39-8383-38ee38f72fcb,Rhinella marina,,,,Queensland,Sunshine Coast (R),2019,2,11
fac17e9e-3921-4ad2-be6c-f56a551f5f6a,Rhinella marina,-18.14972222,144.3133333,Australia,Queensland,Etheridge (S),2001,3,3
4563d447-dd02-44fe-9236-1e7c0bcfe1bd,Rhinella marina,-13.665,142.6677778,Australia,Queensland,Cook (S),1978,1,1
7f9640c9-44af-44f6-80fa-1e659c726121,Rhinella marina,-28.30673714,152.8427435,Australia,Queensland,Scenic Rim (R),1994,1,19
8d4be887-c988-4848-8488-4cffbc4b45d6,Rhinella marina,-24.56733575,151.530393,Australia,Queensland,Gladstone (R),1997,2,23
3afba8a6-97eb-4aeb-90f1-a7a732d66bd7,Rhinella marina,-28.10673623,152.9594065,Australia,Queensland,Scenic Rim (R),1993,5,1
58b57fa2-5eaf-4f5e-bedc-749dccba1031,Rhinella marina,-25.99585428,149.0708191,Australia,Queensland,Maranoa (R),2004,11,24
a8c06a7b-6255-46f4-a938-ef50b7642660,Rhinella marina,-27.4734036,153.0427328,Australia,Queensland,Brisbane (C),1992,11,1
c3df57af-0c0e-41af-81f6-55d839bff0c7,Rhinella marina,,,,Queensland,Sunshine Coast (R),2022,2,17
981f2c44-217c-43c9-a8b8-001f06c20112,Rhinella marina,-27.45674059,152.5427408,Australia,Queensland,Somerset (R),1994,3,1
1fd92c76-af61-4d6d-b39a-aec8ca246970,Rhinella marina,-25.533333,152.7,Australia,Queensland,Fraser Coast (R),1979,1,1
c7cbe30b-7974-4d26-964b-d3ea1c2dc0a2,Rhinella marina,-25.476667,150.029722,Australia,Queensland,Banana (S),1996,11,14
6c34d32a-04b9-4963-aa92-7e68ee25a022,Rhinella marina,-26.83258892,153.0853951,Australia,Queensland,Sunshine Coast (R),2006,3,2
58c16bd4-4da7-4b1a-9e0c-a10e4f1042ec,Rhinella marina,-16.52272458,145.0251449,Australia,Queensland,Tablelands (R),,,
cfa11ffd-d393-45ca-a4d9-3854ecf8f954,Rhinella marina,-28.10673623,152.9594065,Australia,Queensland,Scenic Rim (R),1994,1,1
ffa82751-990e-4071-99c4-0d6b816df142,Rhinella marina,-26.42665976,152.3811916,Australia,Queensland,Gympie (R),1997,8,25
5d33af7d-e65b-489f-8446-9cc4613cf444,Rhinella marina,-20.46686904,147.38263,Australia,Queensland,Whitsunday (R),2006,5,3
25b93bfa-118f-49b8-9f3c-51709fd28653,Rhinella marina,-27.45674059,152.5427408,Australia,Queensland,Somerset (R),1994,1,1
d377ccd1-b673-4e33-ada1-b80d84996c09,Rhinella marina,-16.505,145.0322222,Australia,Queensland,Tablelands (R),2009,1,29
bfa6a866-4341-442b-a224-86a825b45991,Rhinella marina,-16.5828538,144.919297,Australia,Queensland,Tablelands (R),,,
880dcc69-bbd9-4ca3-bcff-f025858973a5,Rhinella marina,-15.42416667,145.1541667,Australia,Queensland,Cook (S),2005,1,6
4c9518bd-8f05-4e02-86f9-d775f2bdbe62,Rhinella marina,-13.97765346,143.5484492,Australia,Queensland,Cook (S),1978,12,15
488961ee-3452-4975-8eca-fa80b4f6f673,Rhinella marina,-25.27972222,151.0705556,Australia,Queensland,North Burnett (R),2001,8,7
5da5c4b2-76c6-431c-bf00-dd5af3e4e04b,Rhinella marina,-27.6222906,152.2535718,Australia,Queensland,Lockyer Valley (R),2015,1,3
7f3717e5-54a0-4113-bcd9-a565778348d2,Rhinella marina,-25.74833333,150.1913889,Australia,Queensland,Banana (S),1974,1,1
351432e3-1c4c-449e-852b-a44960c64d94,Rhinella marina,-27.82340078,153.3260645,Australia,Queensland,Gold Coast (C),1993,5,19
3b3adb3a-65d5-4e9b-ad01-8b3448a936df,Rhinella marina,-13.84833333,141.7344444,Australia,Queensland,Aurukun (S),1974,1,1
6185b0b7-41a5-49c6-b1cf-824908dfe6fd,Rhinella marina,,,,Queensland,Sunshine Coast (R),2023,2,6
cb858b6c-51b5-4a2d-a322-efc47278c78b,Rhinella marina,,,,Queensland,Sunshine Coast (R),2020,2,17
a9075cbe-ed4a-4ac2-b9b3-20f1307302a6,Rhinella marina,-24.35729148,150.9605077,Australia,Queensland,Gladstone (R),1994,3,7
9da21b85-72d5-48d9-8dbe-8d0199383fe1,Rhinella marina,-13.75871889,131.8254982,Australia,Northern Territory,Victoria-Daly (S),2015,3,1
6a6439f7-d45b-4b9f-912f-de41bfc3d6b6,Rhinella marina,-12.30488421,143.0552855,Australia,Queensland,Cook (S),1993,8,1
118ad5f5-bd7a-4b23-a543-8595c9797f1b,Rhinella marina,-24.18421173,151.8275577,Australia,Queensland,Gladstone (R),1997,7,21
af959ab9-e2c3-4c3d-908f-dcb2aabdaa0c,Rhinella marina,-24.88166666,151.1177778,Australia,Queensland,North Burnett (R),1954,1,1
bef75a8a-65f7-480a-b9d1-5f5ae63ca3e8,Rhinella marina,-20.39,148.4225,Australia,Queensland,Whitsunday (R),1994,4,1
351017cd-6b04-4f12-80a8-de242ff49db4,Rhinella marina,-18.41657446,145.9447762,Australia,Queensland,Hinchinbrook (S),1998,12,12
c83843de-b40f-41ad-b895-bd430cb2c126,Rhinella marina,-17.16735416,145.5299838,Australia,Queensland,Tablelands (R),2007,1,17
6f17cd07-7b9a-4fbd-ae58-d335a6f524d2,Rhinella marina,-13.75871889,131.8254982,Australia,Northern Territory,Victoria-Daly (S),2015,10,1
12fde63e-b119-4c50-9342-75f041858f81,Rhinella marina,-13.69873793,130.9430729,Australia,Northern Territory,Victoria-Daly (S),2008,5,8
330864fa-ca2b-47ee-a353-153325b8ea6d,Rhinella marina,-27.47812668,152.9294013,Australia,Queensland,Brisbane (C),1982,9,1
91ac97a3-ac1c-4552-b7be-fe47e8c63543,Rhinella marina,-24.41992842,151.0479776,Australia,Queensland,North Burnett (R),2008,2,1
c927303a-b2da-4f0d-976b-7f870059f702,Rhinella marina,-27.97340145,153.1927347,Australia,Queensland,Scenic Rim (R),1993,1,1
3db21348-5bf6-4ffa-a03e-3e986a921d99,Rhinella marina,-26.04368815,151.6224643,Australia,Queensland,South Burnett (R),1999,3,23
13c10b8f-07f6-4586-b9a7-40975140ea28,Rhinella marina,-26.04802279,153.03825,Australia,Queensland,Gympie (R),1997,10,23
ec5281ed-bd4f-42a4-9841-3a33a96e1541,Rhinella marina,-27.65673748,152.9260696,Australia,Queensland,Logan (C),1993,12,7
6ae8e232-0d51-4a5e-a67d-b40172bb9eb1,Rhinella marina,-27.20673749,153.0760635,Australia,Queensland,Moreton Bay (R),1992,9,27
ed9b552b-db58-423a-ab03-d311a9a565f6,Rhinella marina,-26.37007287,153.0302232,Australia,Queensland,Sunshine Coast (R),1994,1,1
988bea83-2742-4f6d-a4aa-ea0db2ff709b,Rhinella marina,,,,Queensland,Sunshine Coast (R),2022,2,22
194b3b01-4b2e-40ae-89cf-0e2c8e4dcedf,Rhinella marina,-26.40061175,152.960872,Australia,Queensland,Sunshine Coast (R),2003,2,4
92b28acd-b1c7-4855-a461-2bbd3553dc4e,Rhinella marina,-23.24833333,150.6844444,Australia,Queensland,Rockhampton (R),1969,1,1
c321bbf7-4f62-4345-b814-19da71b2d0fb,Rhinella marina,-12.772778,132.746389,Australia,Northern Territory,West Arnhem (S),2006,9,16
673eac7d-d018-4deb-8a07-6b2ddbeac3f6,Rhinella marina,-24.57647283,152.0396685,Australia,Queensland,Bundaberg (R),1997,12,5
19768e65-f7d9-4ce8-a3ca-1dafd0349058,Rhinella marina,-15.46182059,142.1734692,Australia,Queensland,Carpentaria (S),1993,2,9
a6bdb5de-2b29-43d2-b459-b101475309fb,Rhinella marina,-16.58899363,144.9234284,Australia,Queensland,Tablelands (R),,,
d7bcff9c-16e0-40ba-a692-217db2fcc276,Rhinella marina,-27.687975,153.218891,Australia,Queensland,Logan (C),2021,10,18
c53f6146-0b8a-44bc-8039-09fe8a803eac,Rhinella marina,,,,Queensland,Sunshine Coast (R),2023,3,2
dbb2e358-6c90-468b-96c2-cd5971b19a89,Rhinella marina,-28.16567256,153.2217073,Australia,Queensland,Gold Coast (C),2005,2,24
dee04308-a166-49fb-910f-9d2087e5ee1e,Rhinella marina,-25.476667,150.029722,Australia,Queensland,Banana (S),1996,11,14
8b5c8aa5-5737-4be3-8795-348dbdbe56fd,Rhinella marina,-24.55359607,151.2968063,Australia,Queensland,Gladstone (R),1997,7,10
58829036-ff7e-470b-af0d-8893a4ad8ae5,Rhinella marina,-16.5828538,144.919297,Australia,Queensland,Tablelands (R),,,
e0f50aed-33e0-4cdc-9c23-ba39bcd3f1da,Rhinella marina,,,,Queensland,Sunshine Coast (R),2017,3,1
f10dc7ac-0b61-4c7f-9dca-654ea0748f6e,Rhinella marina,-20.083333,145.616667,Australia,Queensland,Charters Towers (R),1978,4,15
20d2b95b-bc10-4ecc-b1a6-b29b9cb824e8,Rhinella marina,-25.87859928,152.6397923,Australia,Queensland,Fraser Coast (R),1995,1,27
5399731a-83ae-4031-be22-0dd6019f6fda,Rhinella marina,-18.55972222,143.5586111,Australia,Queensland,Etheridge (S),2001,1,19
b14adebe-2931-4b18-a1b0-ed9f8419e11d,Rhinella marina,-25.87859928,152.6397923,Australia,Queensland,Fraser Coast (R),1996,2,22
0153a2e9-f0c3-4e47-a657-a2525a53edc5,Rhinella marina,,,,Queensland,Sunshine Coast (R),2021,2,23
e1c5b7d9-b3ac-46fc-86f7-614580f12f72,Rhinella marina,-16.5257248,145.0061843,Australia,Queensland,Tablelands (R),,,
809c56f4-7997-4d0a-9615-bc0cf0885129,Rhinella marina,-16.5828538,144.919297,Australia,Queensland,Tablelands (R),,,
54b1b46b-f553-4843-ae58-5515cd9d969e,Rhinella marina,-25.39555556,153.0244444,Australia,Queensland,Fraser Coast (R),2004,5,10
cefd43f9-03db-44f2-8d69-479eac595865,Rhinella marina,-16.55028794,145.1305747,Australia,Queensland,Tablelands (R),,,
acad7182-a728-4833-b425-55d0afc3a786,Rhinella marina,-24.40675137,150.9594054,Australia,Queensland,Gladstone (R),1994,3,1
31c894be-0917-4813-9679-e2afc58a19a4,Rhinella marina,,,,Queensland,Sunshine Coast (R),2019,3,11
7a4b747b-22c7-4309-bf57-da6300b580ed,Rhinella marina,-25.87859928,152.6397923,Australia,Queensland,Fraser Coast (R),1995,1,27
d4823b12-ecfb-44cf-bc98-3fd7b49a8b07,Rhinella marina,,,,Queensland,Sunshine Coast (R),2022,2,22
f92e8590-121d-4402-97e7-f84de71911cc,Rhinella marina,-24.23671688,150.241851,Australia,Queensland,Banana (S),1995,5,22
151ac09c-328c-4e3f-876b-3275eadbb5e1,Rhinella marina,-11.86024,142.03227,Australia,Queensland,Cook (S),2014,11,6
8187189e-dc80-44b1-b8c3-37dc729beace,Rhinella marina,-17.42305556,145.2163889,Australia,Queensland,Tablelands (R),2001,11,30
e0d79aa0-e4ad-4be8-9269-0021ceafca83,Rhinella marina,-12.69616055,143.3329493,Australia,Queensland,Cook (S),1994,3,1
d4fc5a5c-92df-4d74-b62e-f2bc72c3d71b,Rhinella marina,-16.80596748,145.6361073,Australia,Queensland,Tablelands (R),2012,9,13
02bcc7aa-1f83-47d9-a290-f182e8e1bf94,Rhinella marina,,,,Queensland,Sunshine Coast (R),2023,3,2
633ecdd6-ed29-444b-82c4-d352031838d8,Rhinella marina,-16.567811,145.110301,Australia,Queensland,Tablelands (R),2014,9,10
ab2d765d-154c-4697-a5d8-fec96f8cfb6e,Rhinella marina,-27.57340189,153.2593968,Australia,Queensland,Redland (C),1994,11,4
d9597575-3809-4214-871d-9efcd7c54550,Rhinella marina,-27.55673525,153.2593967,Australia,Queensland,Redland (C),1992,3,30
05c9dd27-3b45-4102-b415-960ee399e812,Rhinella marina,-26.115,151.6344444,Australia,Queensland,South Burnett (R),1962,1,1
15de8f5e-4842-48e0-a0d6-0c86b7819084,Rhinella marina,-28.21653657,152.7636235,Australia,Queensland,Scenic Rim (R),2000,1,23
8ccfb676-4f68-4463-b540-e47dd811c11b,Rhinella marina,-16.55333333,145.075,Australia,Queensland,Tablelands (R),2019,7,8
ea012795-571b-412d-9e7f-87782722d11e,Rhinella marina,-25.87859928,152.6397923,Australia,Queensland,Fraser Coast (R),1995,1,27
e9746219-5edc-407e-aaae-b547aff5e158,Rhinella marina,-16.816667,145.366667,Australia,Queensland,Tablelands (R),1998,2,6
dc42dbcd-b91e-4c35-9d20-cd08b7476df7,Rhinella marina,-16.6580236,145.2626233,Australia,Queensland,Tablelands (R),2016,9,1
36d7a0fc-c3cd-40bb-969a-1403e2aa7a80,Rhinella marina,-19.54123,144.24205,Australia,Queensland,Etheridge (S),,,
1160ddae-6a78-40e0-aeb5-88b626390631,Rhinella marina,-26.67566223,152.3008606,Australia,Queensland,Somerset (R),1997,9,29
ab5059ea-3920-4e00-9fdd-812c9fdadb0d,Rhinella marina,-27.64006815,153.2927302,Australia,Queensland,Redland (C),1994,3,28
151c4f2e-207e-4d00-8e3b-49d785281a98,Rhinella marina,-17.34116111,145.6253861,Australia,Queensland,Tablelands (R),2016,3,27
8ec0c9e3-a2f9-4585-b75c-43cbfa365ccc,Rhinella marina,-17.45584728,145.0184406,Australia,Queensland,Tablelands (R),,,
3b7639fa-13ee-4c58-b9a5-32a22c4b63ef,Rhinella marina,-23.25836788,149.7513274,Australia,Queensland,Rockhampton (R),1999,4,20
63d565d9-ca61-4c5a-9d53-44eba5c59792,Rhinella marina,-12.68640901,132.414673,Australia,Northern Territory,West Arnhem (S),2016,12,5
7c51ba06-ca3a-4717-80bd-da0997976c66,Rhinella marina,-27.14007114,153.0593965,Australia,Queensland,,1992,6,7
77face6c-8bbf-4cf3-bd29-f9a2c9ea48c7,Rhinella marina,,,,Queensland,Sunshine Coast (R),2023,2,6
03ea1de5-6655-42fb-b4c9-b33a5abf5fa9,Rhinella marina,-16.67912052,145.2483326,Australia,Queensland,Tablelands (R),,,
917374c4-7e4a-4134-be33-a56abd650544,Rhinella marina,-19.05265,146.16665,Australia,Queensland,Charters Towers (R),2013,11,10
77d45ac3-36b8-449d-b701-095192b6f957,Rhinella marina,-25.217222,152.194444,Australia,Queensland,Bundaberg (R),2005,3,3
df7ddcdf-acea-497b-b787-61b3b802084e,Rhinella marina,-25.45368672,152.9918817,Australia,Queensland,Fraser Coast (R),1997,11,23
709fde21-0529-45d3-acac-7c738df583f1,Rhinella marina,-14.15619828,134.1902678,Australia,Northern Territory,Roper Gulf (S),2009,8,12
0709fd58-1bb4-4a27-bb69-94da32233f11,Rhinella marina,-25.47508435,150.1272064,Australia,Queensland,Banana (S),1996,1,1
f2a133be-d061-448f-8032-da190091b75e,Rhinella marina,-26.96209201,152.8862052,Australia,Queensland,Moreton Bay (R),1995,3,28
46897b3e-7264-43b3-8120-0818e808dd3b,Rhinella marina,,,,Queensland,Sunshine Coast (R),2017,2,23
6fd92a98-59f1-4f83-a929-f44040287873,Rhinella marina,-14.19726136,132.1676432,Australia,Northern Territory,Roper Gulf (S),2005,4,9
625aa80e-821f-480e-8d9d-b38fba9fbdb7,Rhinella marina,,,,Queensland,Sunshine Coast (R),2020,2,17
b34f155c-029c-49ac-85fd-4cf2846ec7a8,Rhinella marina,-27.64006969,153.076067,Australia,Queensland,Brisbane (C),1994,1,10
32462a00-2c55-4e93-9b15-ac41c7efbda2,Rhinella marina,-22.665,149.7844444,Australia,Queensland,Rockhampton (R),1974,1,1
afc0ba37-9e6e-4194-8b47-1d70f41b7cdb,Rhinella marina,-19.78166666,147.2344444,Australia,Queensland,Burdekin (S),1950,1,1
b0296243-2135-4ab8-b10c-a0c8ab661526,Rhinella marina,-16.5828538,144.919297,Australia,Queensland,Tablelands (R),,,
3fac7df3-4973-4273-a551-e87f455748a1,Rhinella marina,-17.533333,146.016667,Australia,Queensland,Cassowary Coast (R),1966,3,7
e5c3e89e-076e-40cb-ab81-532804e6078c,Rhinella marina,-27.80666666,153.2927778,Australia,Queensland,Gold Coast (C),1960,1,1
69bd9723-b02c-46e9-adac-eb50c8d24359,Rhinella marina,-24.45843773,150.8411141,Australia,Queensland,Banana (S),2017,8,25
86558e83-0740-420b-9a0b-96b248c008cc,Rhinella marina,-16.56453086,145.1228016,Australia,Queensland,Tablelands (R),,,
82189b09-e0b4-45b6-8368-38880ca26136,Rhinella marina,,,,Queensland,Sunshine Coast (R),2016,1,12
304ad849-0109-4f87-b1f7-10770a7db1d0,Rhinella marina,-24.865,152.3511111,Australia,Queensland,Bundaberg (R),1938,1,1
63aa2684-6b50-4dd2-ae05-de9146bdf8bb,Rhinella marina,-27.32340414,153.0260651,Australia,Queensland,Brisbane (C),1993,1,5
78d8b486-d700-4f18-88ba-67f46ea6d775,Rhinella marina,-28.04,148.5802778,Australia,Queensland,Balonne (S),1980,1,1
060ace0f-70ce-4d52-9636-e1d4aa92dc4e,Rhinella marina,-23.6360186,149.7563274,Australia,Queensland,Central Highlands (R),2000,2,27
49926423-9e7b-4cd3-9a04-cd3cb475af82,Rhinella marina,-16.55980715,145.2145327,Australia,Queensland,Tablelands (R),,,
4482fc17-c3b2-4e3f-a32a-1ed69f96e435,Rhinella marina,-19.57349567,140.0733956,Australia,Queensland,Cloncurry (S),2001,5,23
e9b5aa59-ea98-4de6-bcd4-11b6d6e404a9,Rhinella marina,-27.73181667,152.9702194,Australia,Queensland,Logan (C),2011,1,2
eb1a73e5-e96e-4f42-a409-7d4e67ae47ce,Rhinella marina,-23.98166666,150.1011111,Australia,Queensland,Banana (S),1966,1,1
21c38a1e-4945-4d55-84cf-e4dccd35c23e,Rhinella marina,-13.4689,142.6946,Australia,Queensland,Cook (S),2010,6,2
6d9c0123-bc87-4d26-98b6-8a4b921b71ef,Rhinella marina,-14.17650897,134.4651743,Australia,Northern Territory,Roper Gulf (S),2009,7,28
2ab03791-e4af-4f97-9d6e-0b287d44609c,Rhinella marina,-23.3205,150.4858,Australia,Queensland,Rockhampton (R),2018,6,21
b4083b93-1e37-4a34-9bfd-04c44cd34e59,Rhinella marina,-13.75772242,131.0901816,Australia,Northern Territory,Victoria-Daly (S),2007,4,24
899cc2ff-7f14-4da0-91bf-e55fe3da7a3c,Rhinella marina,-24.1609207,151.0857914,Australia,Queensland,Gladstone (R),1992,1,1
c31b68f8-818e-4a73-a76a-b4530fb0d7fe,Rhinella marina,-25.45368672,152.9918817,Australia,Queensland,Fraser Coast (R),1997,11,22
a6415c1e-8e88-4a58-942b-774b047d81d7,Rhinella marina,-27.63173631,153.0844001,Australia,Queensland,Brisbane (C),1995,2,15
83b96a41-11e6-4028-95ad-1f6baa6c17db,Rhinella marina,-14.18232551,130.948673,Australia,Northern Territory,Victoria-Daly (S),2019,,
